"Provincia" "Municipio" "Partido" "VotosMuni" "PorcMuni" "Votos" "Porc" "VotosCCAA" "PorcCCAA"
"6446" "BURGOS" "VILLALBILLA DE BURGOS" "Votos en blanco" 7 1.02489019033675 2312 1.33674844036379 12153 1.00098756199031
"6447" "BURGOS" "VILLALBILLA DE GUMIEL" "Cs" 0 0 8606 4.97580323432992 54538 4.49204802565849
"6448" "BURGOS" "VILLALBILLA DE GUMIEL" "EB" 0 0 622 0.359626959302023 622 0.0512313226000143
"6449" "BURGOS" "VILLALBILLA DE GUMIEL" "ESPANAVACIADA" 1 1.81818181818182 9618 5.56091976618466 19561 1.61115096684707
"6450" "BURGOS" "VILLALBILLA DE GUMIEL" "PACMA" 0 0 1267 0.732552021600745 6508 0.536034481480536
"6451" "BURGOS" "VILLALBILLA DE GUMIEL" "PCAS" 0 0 810 0.468324496840255 2834 0.233423743164696
"6452" "BURGOS" "VILLALBILLA DE GUMIEL" "PCTE" 0 0 407 0.235318605202449 1349 0.111111019593922
"6453" "BURGOS" "VILLALBILLA DE GUMIEL" "Podemos" 2 3.63636363636364 10754 6.21773041854334 61666 5.07914909879821
"6454" "BURGOS" "VILLALBILLA DE GUMIEL" "PP" 25 45.4545454545455 53522 30.9452638517088 381498 31.4222622335374
"6455" "BURGOS" "VILLALBILLA DE GUMIEL" "PSOE" 19 34.5454545454545 56369 32.5913377313436 364528 30.0245202005434
"6456" "BURGOS" "VILLALBILLA DE GUMIEL" "VOX" 7 12.7272727272727 28670 16.5763744745804 214223 17.6445781693615
"6457" "BURGOS" "VILLALBILLA DE GUMIEL" "Votos en blanco" 1 1.81818181818182 2312 1.33674844036379 12153 1.00098756199031
"6458" "BURGOS" "VILLALDEMIRO" "Cs" 3 4.22535211267606 8606 4.97580323432992 54538 4.49204802565849
"6459" "BURGOS" "VILLALDEMIRO" "EB" 0 0 622 0.359626959302023 622 0.0512313226000143
"6460" "BURGOS" "VILLALDEMIRO" "ESPANAVACIADA" 1 1.40845070422535 9618 5.56091976618466 19561 1.61115096684707
"6461" "BURGOS" "VILLALDEMIRO" "PACMA" 0 0 1267 0.732552021600745 6508 0.536034481480536
"6462" "BURGOS" "VILLALDEMIRO" "PCAS" 0 0 810 0.468324496840255 2834 0.233423743164696
"6463" "BURGOS" "VILLALDEMIRO" "PCTE" 0 0 407 0.235318605202449 1349 0.111111019593922
"6464" "BURGOS" "VILLALDEMIRO" "Podemos" 0 0 10754 6.21773041854334 61666 5.07914909879821
"6465" "BURGOS" "VILLALDEMIRO" "PP" 36 50.7042253521127 53522 30.9452638517088 381498 31.4222622335374
"6466" "BURGOS" "VILLALDEMIRO" "PSOE" 5 7.04225352112676 56369 32.5913377313436 364528 30.0245202005434
"6467" "BURGOS" "VILLALDEMIRO" "VOX" 25 35.2112676056338 28670 16.5763744745804 214223 17.6445781693615
"6468" "BURGOS" "VILLALDEMIRO" "Votos en blanco" 1 1.40845070422535 2312 1.33674844036379 12153 1.00098756199031
"6469" "BURGOS" "VILLALMANZO" "Cs" 10 4.34782608695652 8606 4.97580323432992 54538 4.49204802565849
"6470" "BURGOS" "VILLALMANZO" "EB" 2 0.869565217391304 622 0.359626959302023 622 0.0512313226000143
"6471" "BURGOS" "VILLALMANZO" "ESPANAVACIADA" 19 8.26086956521739 9618 5.56091976618466 19561 1.61115096684707
"6472" "BURGOS" "VILLALMANZO" "PACMA" 1 0.434782608695652 1267 0.732552021600745 6508 0.536034481480536
"6473" "BURGOS" "VILLALMANZO" "PCAS" 1 0.434782608695652 810 0.468324496840255 2834 0.233423743164696
"6474" "BURGOS" "VILLALMANZO" "PCTE" 0 0 407 0.235318605202449 1349 0.111111019593922
"6475" "BURGOS" "VILLALMANZO" "Podemos" 13 5.65217391304348 10754 6.21773041854334 61666 5.07914909879821
"6476" "BURGOS" "VILLALMANZO" "PP" 80 34.7826086956522 53522 30.9452638517088 381498 31.4222622335374
"6477" "BURGOS" "VILLALMANZO" "PSOE" 77 33.4782608695652 56369 32.5913377313436 364528 30.0245202005434
"6478" "BURGOS" "VILLALMANZO" "VOX" 24 10.4347826086957 28670 16.5763744745804 214223 17.6445781693615
"6479" "BURGOS" "VILLALMANZO" "Votos en blanco" 3 1.30434782608696 2312 1.33674844036379 12153 1.00098756199031
"6480" "BURGOS" "VILLAMAYOR DE LOS MONTES" "Cs" 1 0.943396226415094 8606 4.97580323432992 54538 4.49204802565849
"6481" "BURGOS" "VILLAMAYOR DE LOS MONTES" "EB" 1 0.943396226415094 622 0.359626959302023 622 0.0512313226000143
"6482" "BURGOS" "VILLAMAYOR DE LOS MONTES" "ESPANAVACIADA" 6 5.66037735849057 9618 5.56091976618466 19561 1.61115096684707
"6483" "BURGOS" "VILLAMAYOR DE LOS MONTES" "PACMA" 0 0 1267 0.732552021600745 6508 0.536034481480536
"6484" "BURGOS" "VILLAMAYOR DE LOS MONTES" "PCAS" 0 0 810 0.468324496840255 2834 0.233423743164696
"6485" "BURGOS" "VILLAMAYOR DE LOS MONTES" "PCTE" 1 0.943396226415094 407 0.235318605202449 1349 0.111111019593922
"6486" "BURGOS" "VILLAMAYOR DE LOS MONTES" "Podemos" 1 0.943396226415094 10754 6.21773041854334 61666 5.07914909879821
"6487" "BURGOS" "VILLAMAYOR DE LOS MONTES" "PP" 41 38.6792452830189 53522 30.9452638517088 381498 31.4222622335374
"6488" "BURGOS" "VILLAMAYOR DE LOS MONTES" "PSOE" 32 30.188679245283 56369 32.5913377313436 364528 30.0245202005434
"6489" "BURGOS" "VILLAMAYOR DE LOS MONTES" "VOX" 22 20.7547169811321 28670 16.5763744745804 214223 17.6445781693615
"6490" "BURGOS" "VILLAMAYOR DE LOS MONTES" "Votos en blanco" 1 0.943396226415094 2312 1.33674844036379 12153 1.00098756199031
"6491" "BURGOS" "VILLAMAYOR DE TREVIÑO" "Cs" 0 0 8606 4.97580323432992 54538 4.49204802565849
"6492" "BURGOS" "VILLAMAYOR DE TREVIÑO" "EB" 0 0 622 0.359626959302023 622 0.0512313226000143
"6493" "BURGOS" "VILLAMAYOR DE TREVIÑO" "ESPANAVACIADA" 1 2.56410256410256 9618 5.56091976618466 19561 1.61115096684707
"6494" "BURGOS" "VILLAMAYOR DE TREVIÑO" "PACMA" 0 0 1267 0.732552021600745 6508 0.536034481480536
"6495" "BURGOS" "VILLAMAYOR DE TREVIÑO" "PCAS" 0 0 810 0.468324496840255 2834 0.233423743164696
"6496" "BURGOS" "VILLAMAYOR DE TREVIÑO" "PCTE" 0 0 407 0.235318605202449 1349 0.111111019593922
"6497" "BURGOS" "VILLAMAYOR DE TREVIÑO" "Podemos" 1 2.56410256410256 10754 6.21773041854334 61666 5.07914909879821
"6498" "BURGOS" "VILLAMAYOR DE TREVIÑO" "PP" 20 51.2820512820513 53522 30.9452638517088 381498 31.4222622335374
"6499" "BURGOS" "VILLAMAYOR DE TREVIÑO" "PSOE" 3 7.69230769230769 56369 32.5913377313436 364528 30.0245202005434
"6500" "BURGOS" "VILLAMAYOR DE TREVIÑO" "VOX" 13 33.3333333333333 28670 16.5763744745804 214223 17.6445781693615
"6501" "BURGOS" "VILLAMAYOR DE TREVIÑO" "Votos en blanco" 1 2.56410256410256 2312 1.33674844036379 12153 1.00098756199031
"6502" "BURGOS" "VILLAMBISTIA" "Cs" 1 3.33333333333333 8606 4.97580323432992 54538 4.49204802565849
"6503" "BURGOS" "VILLAMBISTIA" "EB" 1 3.33333333333333 622 0.359626959302023 622 0.0512313226000143
"6504" "BURGOS" "VILLAMBISTIA" "ESPANAVACIADA" 1 3.33333333333333 9618 5.56091976618466 19561 1.61115096684707
"6505" "BURGOS" "VILLAMBISTIA" "PACMA" 0 0 1267 0.732552021600745 6508 0.536034481480536
"6506" "BURGOS" "VILLAMBISTIA" "PCAS" 0 0 810 0.468324496840255 2834 0.233423743164696
"6507" "BURGOS" "VILLAMBISTIA" "PCTE" 0 0 407 0.235318605202449 1349 0.111111019593922
"6508" "BURGOS" "VILLAMBISTIA" "Podemos" 2 6.66666666666667 10754 6.21773041854334 61666 5.07914909879821
"6509" "BURGOS" "VILLAMBISTIA" "PP" 12 40 53522 30.9452638517088 381498 31.4222622335374
"6510" "BURGOS" "VILLAMBISTIA" "PSOE" 12 40 56369 32.5913377313436 364528 30.0245202005434
"6511" "BURGOS" "VILLAMBISTIA" "VOX" 0 0 28670 16.5763744745804 214223 17.6445781693615
"6512" "BURGOS" "VILLAMBISTIA" "Votos en blanco" 1 3.33333333333333 2312 1.33674844036379 12153 1.00098756199031
"6513" "BURGOS" "VILLAMEDIANILLA" "Cs" 0 0 8606 4.97580323432992 54538 4.49204802565849
"6514" "BURGOS" "VILLAMEDIANILLA" "EB" 0 0 622 0.359626959302023 622 0.0512313226000143
"6515" "BURGOS" "VILLAMEDIANILLA" "ESPANAVACIADA" 0 0 9618 5.56091976618466 19561 1.61115096684707
"6516" "BURGOS" "VILLAMEDIANILLA" "PACMA" 0 0 1267 0.732552021600745 6508 0.536034481480536
"6517" "BURGOS" "VILLAMEDIANILLA" "PCAS" 0 0 810 0.468324496840255 2834 0.233423743164696
"6518" "BURGOS" "VILLAMEDIANILLA" "PCTE" 0 0 407 0.235318605202449 1349 0.111111019593922
"6519" "BURGOS" "VILLAMEDIANILLA" "Podemos" 1 11.1111111111111 10754 6.21773041854334 61666 5.07914909879821
"6520" "BURGOS" "VILLAMEDIANILLA" "PP" 3 33.3333333333333 53522 30.9452638517088 381498 31.4222622335374
"6521" "BURGOS" "VILLAMEDIANILLA" "PSOE" 5 55.5555555555556 56369 32.5913377313436 364528 30.0245202005434
"6522" "BURGOS" "VILLAMEDIANILLA" "VOX" 0 0 28670 16.5763744745804 214223 17.6445781693615
"6523" "BURGOS" "VILLAMEDIANILLA" "Votos en blanco" 0 0 2312 1.33674844036379 12153 1.00098756199031
"6524" "BURGOS" "VILLAMIEL DE LA SIERRA" "Cs" 2 5.71428571428571 8606 4.97580323432992 54538 4.49204802565849
"6525" "BURGOS" "VILLAMIEL DE LA SIERRA" "EB" 0 0 622 0.359626959302023 622 0.0512313226000143
"6526" "BURGOS" "VILLAMIEL DE LA SIERRA" "ESPANAVACIADA" 1 2.85714285714286 9618 5.56091976618466 19561 1.61115096684707
"6527" "BURGOS" "VILLAMIEL DE LA SIERRA" "PACMA" 0 0 1267 0.732552021600745 6508 0.536034481480536
"6528" "BURGOS" "VILLAMIEL DE LA SIERRA" "PCAS" 0 0 810 0.468324496840255 2834 0.233423743164696
"6529" "BURGOS" "VILLAMIEL DE LA SIERRA" "PCTE" 0 0 407 0.235318605202449 1349 0.111111019593922
"6530" "BURGOS" "VILLAMIEL DE LA SIERRA" "Podemos" 0 0 10754 6.21773041854334 61666 5.07914909879821
"6531" "BURGOS" "VILLAMIEL DE LA SIERRA" "PP" 10 28.5714285714286 53522 30.9452638517088 381498 31.4222622335374
"6532" "BURGOS" "VILLAMIEL DE LA SIERRA" "PSOE" 16 45.7142857142857 56369 32.5913377313436 364528 30.0245202005434
"6533" "BURGOS" "VILLAMIEL DE LA SIERRA" "VOX" 6 17.1428571428571 28670 16.5763744745804 214223 17.6445781693615
"6534" "BURGOS" "VILLAMIEL DE LA SIERRA" "Votos en blanco" 0 0 2312 1.33674844036379 12153 1.00098756199031
"6535" "BURGOS" "VILLANGOMEZ" "Cs" 4 2.98507462686567 8606 4.97580323432992 54538 4.49204802565849
"6536" "BURGOS" "VILLANGOMEZ" "EB" 0 0 622 0.359626959302023 622 0.0512313226000143
"6537" "BURGOS" "VILLANGOMEZ" "ESPANAVACIADA" 10 7.46268656716418 9618 5.56091976618466 19561 1.61115096684707
"6538" "BURGOS" "VILLANGOMEZ" "PACMA" 0 0 1267 0.732552021600745 6508 0.536034481480536
"6539" "BURGOS" "VILLANGOMEZ" "PCAS" 1 0.746268656716418 810 0.468324496840255 2834 0.233423743164696
"6540" "BURGOS" "VILLANGOMEZ" "PCTE" 1 0.746268656716418 407 0.235318605202449 1349 0.111111019593922
"6541" "BURGOS" "VILLANGOMEZ" "Podemos" 5 3.73134328358209 10754 6.21773041854334 61666 5.07914909879821
"6542" "BURGOS" "VILLANGOMEZ" "PP" 72 53.7313432835821 53522 30.9452638517088 381498 31.4222622335374
"6543" "BURGOS" "VILLANGOMEZ" "PSOE" 17 12.6865671641791 56369 32.5913377313436 364528 30.0245202005434
"6544" "BURGOS" "VILLANGOMEZ" "VOX" 22 16.4179104477612 28670 16.5763744745804 214223 17.6445781693615
"6545" "BURGOS" "VILLANGOMEZ" "Votos en blanco" 2 1.49253731343284 2312 1.33674844036379 12153 1.00098756199031
"6546" "BURGOS" "VILLANUEVA DE ARGAÑO" "Cs" 12 17.1428571428571 8606 4.97580323432992 54538 4.49204802565849
"6547" "BURGOS" "VILLANUEVA DE ARGAÑO" "EB" 0 0 622 0.359626959302023 622 0.0512313226000143
"6548" "BURGOS" "VILLANUEVA DE ARGAÑO" "ESPANAVACIADA" 4 5.71428571428571 9618 5.56091976618466 19561 1.61115096684707
"6549" "BURGOS" "VILLANUEVA DE ARGAÑO" "PACMA" 0 0 1267 0.732552021600745 6508 0.536034481480536
"6550" "BURGOS" "VILLANUEVA DE ARGAÑO" "PCAS" 0 0 810 0.468324496840255 2834 0.233423743164696
"6551" "BURGOS" "VILLANUEVA DE ARGAÑO" "PCTE" 0 0 407 0.235318605202449 1349 0.111111019593922
"6552" "BURGOS" "VILLANUEVA DE ARGAÑO" "Podemos" 0 0 10754 6.21773041854334 61666 5.07914909879821
"6553" "BURGOS" "VILLANUEVA DE ARGAÑO" "PP" 24 34.2857142857143 53522 30.9452638517088 381498 31.4222622335374
"6554" "BURGOS" "VILLANUEVA DE ARGAÑO" "PSOE" 5 7.14285714285714 56369 32.5913377313436 364528 30.0245202005434
"6555" "BURGOS" "VILLANUEVA DE ARGAÑO" "VOX" 22 31.4285714285714 28670 16.5763744745804 214223 17.6445781693615
"6556" "BURGOS" "VILLANUEVA DE ARGAÑO" "Votos en blanco" 3 4.28571428571429 2312 1.33674844036379 12153 1.00098756199031
"6557" "BURGOS" "VILLANUEVA DE CARAZO" "Cs" 1 5.55555555555556 8606 4.97580323432992 54538 4.49204802565849
"6558" "BURGOS" "VILLANUEVA DE CARAZO" "EB" 0 0 622 0.359626959302023 622 0.0512313226000143
"6559" "BURGOS" "VILLANUEVA DE CARAZO" "ESPANAVACIADA" 1 5.55555555555556 9618 5.56091976618466 19561 1.61115096684707
"6560" "BURGOS" "VILLANUEVA DE CARAZO" "PACMA" 0 0 1267 0.732552021600745 6508 0.536034481480536
"6561" "BURGOS" "VILLANUEVA DE CARAZO" "PCAS" 0 0 810 0.468324496840255 2834 0.233423743164696
"6562" "BURGOS" "VILLANUEVA DE CARAZO" "PCTE" 0 0 407 0.235318605202449 1349 0.111111019593922
"6563" "BURGOS" "VILLANUEVA DE CARAZO" "Podemos" 0 0 10754 6.21773041854334 61666 5.07914909879821
"6564" "BURGOS" "VILLANUEVA DE CARAZO" "PP" 4 22.2222222222222 53522 30.9452638517088 381498 31.4222622335374
"6565" "BURGOS" "VILLANUEVA DE CARAZO" "PSOE" 10 55.5555555555556 56369 32.5913377313436 364528 30.0245202005434
"6566" "BURGOS" "VILLANUEVA DE CARAZO" "VOX" 2 11.1111111111111 28670 16.5763744745804 214223 17.6445781693615
"6567" "BURGOS" "VILLANUEVA DE CARAZO" "Votos en blanco" 0 0 2312 1.33674844036379 12153 1.00098756199031
"6568" "BURGOS" "VILLANUEVA DE GUMIEL" "Cs" 3 1.77514792899408 8606 4.97580323432992 54538 4.49204802565849
"6569" "BURGOS" "VILLANUEVA DE GUMIEL" "EB" 0 0 622 0.359626959302023 622 0.0512313226000143
"6570" "BURGOS" "VILLANUEVA DE GUMIEL" "ESPANAVACIADA" 5 2.9585798816568 9618 5.56091976618466 19561 1.61115096684707
"6571" "BURGOS" "VILLANUEVA DE GUMIEL" "PACMA" 1 0.591715976331361 1267 0.732552021600745 6508 0.536034481480536
"6572" "BURGOS" "VILLANUEVA DE GUMIEL" "PCAS" 1 0.591715976331361 810 0.468324496840255 2834 0.233423743164696
"6573" "BURGOS" "VILLANUEVA DE GUMIEL" "PCTE" 2 1.18343195266272 407 0.235318605202449 1349 0.111111019593922
"6574" "BURGOS" "VILLANUEVA DE GUMIEL" "Podemos" 12 7.10059171597633 10754 6.21773041854334 61666 5.07914909879821
"6575" "BURGOS" "VILLANUEVA DE GUMIEL" "PP" 37 21.8934911242604 53522 30.9452638517088 381498 31.4222622335374
"6576" "BURGOS" "VILLANUEVA DE GUMIEL" "PSOE" 100 59.1715976331361 56369 32.5913377313436 364528 30.0245202005434
"6577" "BURGOS" "VILLANUEVA DE GUMIEL" "VOX" 6 3.55029585798817 28670 16.5763744745804 214223 17.6445781693615
"6578" "BURGOS" "VILLANUEVA DE GUMIEL" "Votos en blanco" 2 1.18343195266272 2312 1.33674844036379 12153 1.00098756199031
"6579" "BURGOS" "VILLANUEVA DE TEBA" "Cs" 1 4 8606 4.97580323432992 54538 4.49204802565849
"6580" "BURGOS" "VILLANUEVA DE TEBA" "EB" 0 0 622 0.359626959302023 622 0.0512313226000143
"6581" "BURGOS" "VILLANUEVA DE TEBA" "ESPANAVACIADA" 1 4 9618 5.56091976618466 19561 1.61115096684707
"6582" "BURGOS" "VILLANUEVA DE TEBA" "PACMA" 2 8 1267 0.732552021600745 6508 0.536034481480536
"6583" "BURGOS" "VILLANUEVA DE TEBA" "PCAS" 0 0 810 0.468324496840255 2834 0.233423743164696
"6584" "BURGOS" "VILLANUEVA DE TEBA" "PCTE" 0 0 407 0.235318605202449 1349 0.111111019593922
"6585" "BURGOS" "VILLANUEVA DE TEBA" "Podemos" 1 4 10754 6.21773041854334 61666 5.07914909879821
"6586" "BURGOS" "VILLANUEVA DE TEBA" "PP" 8 32 53522 30.9452638517088 381498 31.4222622335374
"6587" "BURGOS" "VILLANUEVA DE TEBA" "PSOE" 7 28 56369 32.5913377313436 364528 30.0245202005434
"6588" "BURGOS" "VILLANUEVA DE TEBA" "VOX" 5 20 28670 16.5763744745804 214223 17.6445781693615
"6589" "BURGOS" "VILLANUEVA DE TEBA" "Votos en blanco" 0 0 2312 1.33674844036379 12153 1.00098756199031
"6590" "BURGOS" "VILLAQUIRAN DE LA PUEBLA" "Cs" 5 17.2413793103448 8606 4.97580323432992 54538 4.49204802565849
"6591" "BURGOS" "VILLAQUIRAN DE LA PUEBLA" "EB" 0 0 622 0.359626959302023 622 0.0512313226000143
"6592" "BURGOS" "VILLAQUIRAN DE LA PUEBLA" "ESPANAVACIADA" 1 3.44827586206897 9618 5.56091976618466 19561 1.61115096684707
"6593" "BURGOS" "VILLAQUIRAN DE LA PUEBLA" "PACMA" 0 0 1267 0.732552021600745 6508 0.536034481480536
"6594" "BURGOS" "VILLAQUIRAN DE LA PUEBLA" "PCAS" 0 0 810 0.468324496840255 2834 0.233423743164696
"6595" "BURGOS" "VILLAQUIRAN DE LA PUEBLA" "PCTE" 0 0 407 0.235318605202449 1349 0.111111019593922
"6596" "BURGOS" "VILLAQUIRAN DE LA PUEBLA" "Podemos" 1 3.44827586206897 10754 6.21773041854334 61666 5.07914909879821
"6597" "BURGOS" "VILLAQUIRAN DE LA PUEBLA" "PP" 5 17.2413793103448 53522 30.9452638517088 381498 31.4222622335374
"6598" "BURGOS" "VILLAQUIRAN DE LA PUEBLA" "PSOE" 7 24.1379310344828 56369 32.5913377313436 364528 30.0245202005434
"6599" "BURGOS" "VILLAQUIRAN DE LA PUEBLA" "VOX" 9 31.0344827586207 28670 16.5763744745804 214223 17.6445781693615
"6600" "BURGOS" "VILLAQUIRAN DE LA PUEBLA" "Votos en blanco" 1 3.44827586206897 2312 1.33674844036379 12153 1.00098756199031
"6601" "BURGOS" "VILLAQUIRAN DE LOS INFANTES" "Cs" 6 7.79220779220779 8606 4.97580323432992 54538 4.49204802565849
"6602" "BURGOS" "VILLAQUIRAN DE LOS INFANTES" "EB" 1 1.2987012987013 622 0.359626959302023 622 0.0512313226000143
"6603" "BURGOS" "VILLAQUIRAN DE LOS INFANTES" "ESPANAVACIADA" 2 2.5974025974026 9618 5.56091976618466 19561 1.61115096684707
"6604" "BURGOS" "VILLAQUIRAN DE LOS INFANTES" "PACMA" 0 0 1267 0.732552021600745 6508 0.536034481480536
"6605" "BURGOS" "VILLAQUIRAN DE LOS INFANTES" "PCAS" 0 0 810 0.468324496840255 2834 0.233423743164696
"6606" "BURGOS" "VILLAQUIRAN DE LOS INFANTES" "PCTE" 0 0 407 0.235318605202449 1349 0.111111019593922
"6607" "BURGOS" "VILLAQUIRAN DE LOS INFANTES" "Podemos" 1 1.2987012987013 10754 6.21773041854334 61666 5.07914909879821
"6608" "BURGOS" "VILLAQUIRAN DE LOS INFANTES" "PP" 28 36.3636363636364 53522 30.9452638517088 381498 31.4222622335374
"6609" "BURGOS" "VILLAQUIRAN DE LOS INFANTES" "PSOE" 27 35.0649350649351 56369 32.5913377313436 364528 30.0245202005434
"6610" "BURGOS" "VILLAQUIRAN DE LOS INFANTES" "VOX" 11 14.2857142857143 28670 16.5763744745804 214223 17.6445781693615
"6611" "BURGOS" "VILLAQUIRAN DE LOS INFANTES" "Votos en blanco" 1 1.2987012987013 2312 1.33674844036379 12153 1.00098756199031
"6612" "BURGOS" "VILLARCAYO DE MERINDAD DE CASTILLA LA VIEJA" "Cs" 52 2.86501377410468 8606 4.97580323432992 54538 4.49204802565849
"6613" "BURGOS" "VILLARCAYO DE MERINDAD DE CASTILLA LA VIEJA" "EB" 3 0.165289256198347 622 0.359626959302023 622 0.0512313226000143
"6614" "BURGOS" "VILLARCAYO DE MERINDAD DE CASTILLA LA VIEJA" "ESPANAVACIADA" 191 10.5234159779614 9618 5.56091976618466 19561 1.61115096684707
"6615" "BURGOS" "VILLARCAYO DE MERINDAD DE CASTILLA LA VIEJA" "PACMA" 9 0.495867768595041 1267 0.732552021600745 6508 0.536034481480536
"6616" "BURGOS" "VILLARCAYO DE MERINDAD DE CASTILLA LA VIEJA" "PCAS" 6 0.330578512396694 810 0.468324496840255 2834 0.233423743164696
"6617" "BURGOS" "VILLARCAYO DE MERINDAD DE CASTILLA LA VIEJA" "PCTE" 2 0.110192837465565 407 0.235318605202449 1349 0.111111019593922
"6618" "BURGOS" "VILLARCAYO DE MERINDAD DE CASTILLA LA VIEJA" "Podemos" 98 5.39944903581267 10754 6.21773041854334 61666 5.07914909879821
"6619" "BURGOS" "VILLARCAYO DE MERINDAD DE CASTILLA LA VIEJA" "PP" 627 34.5454545454545 53522 30.9452638517088 381498 31.4222622335374
"6620" "BURGOS" "VILLARCAYO DE MERINDAD DE CASTILLA LA VIEJA" "PSOE" 510 28.099173553719 56369 32.5913377313436 364528 30.0245202005434
"6621" "BURGOS" "VILLARCAYO DE MERINDAD DE CASTILLA LA VIEJA" "VOX" 302 16.6391184573003 28670 16.5763744745804 214223 17.6445781693615
"6622" "BURGOS" "VILLARCAYO DE MERINDAD DE CASTILLA LA VIEJA" "Votos en blanco" 15 0.826446280991736 2312 1.33674844036379 12153 1.00098756199031
"6623" "BURGOS" "VILLARIEZO" "Cs" 19 5.39772727272727 8606 4.97580323432992 54538 4.49204802565849
"6624" "BURGOS" "VILLARIEZO" "EB" 2 0.568181818181818 622 0.359626959302023 622 0.0512313226000143
"6625" "BURGOS" "VILLARIEZO" "ESPANAVACIADA" 14 3.97727272727273 9618 5.56091976618466 19561 1.61115096684707
"6626" "BURGOS" "VILLARIEZO" "PACMA" 4 1.13636363636364 1267 0.732552021600745 6508 0.536034481480536
"6627" "BURGOS" "VILLARIEZO" "PCAS" 2 0.568181818181818 810 0.468324496840255 2834 0.233423743164696
"6628" "BURGOS" "VILLARIEZO" "PCTE" 0 0 407 0.235318605202449 1349 0.111111019593922
"6629" "BURGOS" "VILLARIEZO" "Podemos" 33 9.375 10754 6.21773041854334 61666 5.07914909879821
"6630" "BURGOS" "VILLARIEZO" "PP" 82 23.2954545454545 53522 30.9452638517088 381498 31.4222622335374
"6631" "BURGOS" "VILLARIEZO" "PSOE" 98 27.8409090909091 56369 32.5913377313436 364528 30.0245202005434
"6632" "BURGOS" "VILLARIEZO" "VOX" 92 26.1363636363636 28670 16.5763744745804 214223 17.6445781693615
"6633" "BURGOS" "VILLARIEZO" "Votos en blanco" 6 1.70454545454545 2312 1.33674844036379 12153 1.00098756199031
"6634" "BURGOS" "VILLASANDINO" "Cs" 6 4.95867768595041 8606 4.97580323432992 54538 4.49204802565849
"6635" "BURGOS" "VILLASANDINO" "EB" 1 0.826446280991736 622 0.359626959302023 622 0.0512313226000143
"6636" "BURGOS" "VILLASANDINO" "ESPANAVACIADA" 9 7.43801652892562 9618 5.56091976618466 19561 1.61115096684707
"6637" "BURGOS" "VILLASANDINO" "PACMA" 1 0.826446280991736 1267 0.732552021600745 6508 0.536034481480536
"6638" "BURGOS" "VILLASANDINO" "PCAS" 5 4.13223140495868 810 0.468324496840255 2834 0.233423743164696
"6639" "BURGOS" "VILLASANDINO" "PCTE" 0 0 407 0.235318605202449 1349 0.111111019593922
"6640" "BURGOS" "VILLASANDINO" "Podemos" 3 2.47933884297521 10754 6.21773041854334 61666 5.07914909879821
"6641" "BURGOS" "VILLASANDINO" "PP" 50 41.3223140495868 53522 30.9452638517088 381498 31.4222622335374
"6642" "BURGOS" "VILLASANDINO" "PSOE" 25 20.6611570247934 56369 32.5913377313436 364528 30.0245202005434
"6643" "BURGOS" "VILLASANDINO" "VOX" 21 17.3553719008264 28670 16.5763744745804 214223 17.6445781693615
"6644" "BURGOS" "VILLASANDINO" "Votos en blanco" 0 0 2312 1.33674844036379 12153 1.00098756199031
"6645" "BURGOS" "VILLASUR DE HERREROS" "Cs" 7 4.04624277456647 8606 4.97580323432992 54538 4.49204802565849
"6646" "BURGOS" "VILLASUR DE HERREROS" "EB" 0 0 622 0.359626959302023 622 0.0512313226000143
"6647" "BURGOS" "VILLASUR DE HERREROS" "ESPANAVACIADA" 23 13.2947976878613 9618 5.56091976618466 19561 1.61115096684707
"6648" "BURGOS" "VILLASUR DE HERREROS" "PACMA" 0 0 1267 0.732552021600745 6508 0.536034481480536
"6649" "BURGOS" "VILLASUR DE HERREROS" "PCAS" 5 2.89017341040462 810 0.468324496840255 2834 0.233423743164696
"6650" "BURGOS" "VILLASUR DE HERREROS" "PCTE" 2 1.15606936416185 407 0.235318605202449 1349 0.111111019593922
"6651" "BURGOS" "VILLASUR DE HERREROS" "Podemos" 7 4.04624277456647 10754 6.21773041854334 61666 5.07914909879821
"6652" "BURGOS" "VILLASUR DE HERREROS" "PP" 42 24.2774566473988 53522 30.9452638517088 381498 31.4222622335374
"6653" "BURGOS" "VILLASUR DE HERREROS" "PSOE" 53 30.635838150289 56369 32.5913377313436 364528 30.0245202005434
"6654" "BURGOS" "VILLASUR DE HERREROS" "VOX" 29 16.7630057803468 28670 16.5763744745804 214223 17.6445781693615
"6655" "BURGOS" "VILLASUR DE HERREROS" "Votos en blanco" 5 2.89017341040462 2312 1.33674844036379 12153 1.00098756199031
"6656" "BURGOS" "VILLATUELDA" "Cs" 0 0 8606 4.97580323432992 54538 4.49204802565849
"6657" "BURGOS" "VILLATUELDA" "EB" 0 0 622 0.359626959302023 622 0.0512313226000143
"6658" "BURGOS" "VILLATUELDA" "ESPANAVACIADA" 0 0 9618 5.56091976618466 19561 1.61115096684707
"6659" "BURGOS" "VILLATUELDA" "PACMA" 0 0 1267 0.732552021600745 6508 0.536034481480536
"6660" "BURGOS" "VILLATUELDA" "PCAS" 0 0 810 0.468324496840255 2834 0.233423743164696
"6661" "BURGOS" "VILLATUELDA" "PCTE" 0 0 407 0.235318605202449 1349 0.111111019593922
