"Provincia"	"Municipio"	"Partido"	"VotosMuni"
"15741"	"SALAMANCA"	"NAVA DE FRANCIA"	"PP"	31
"15742"	"SALAMANCA"	"NAVA DE FRANCIA"	"PREPAL"	1
"15743"	"SALAMANCA"	"NAVA DE FRANCIA"	"PSOE"	23
"15744"	"SALAMANCA"	"NAVA DE FRANCIA"	"UPL"	0
"15745"	"SALAMANCA"	"NAVA DE FRANCIA"	"VOX"	9
"15746"	"SALAMANCA"	"NAVA DE FRANCIA"	"Votos en blanco"	3
"15747"	"SALAMANCA"	"NAVA DE FRANCIA"	"Votos nulos"	0
"15748"	"SALAMANCA"	"NAVA DE SOTROBAL"	"CONTIGO"	0
"15749"	"SALAMANCA"	"NAVA DE SOTROBAL"	"Cs"	6
"15750"	"SALAMANCA"	"NAVA DE SOTROBAL"	"IU"	0
"15751"	"SALAMANCA"	"NAVA DE SOTROBAL"	"PACMA"	0
"15752"	"SALAMANCA"	"NAVA DE SOTROBAL"	"Podemos"	0
"15753"	"SALAMANCA"	"NAVA DE SOTROBAL"	"PP"	44
"15754"	"SALAMANCA"	"NAVA DE SOTROBAL"	"PREPAL"	0
"15755"	"SALAMANCA"	"NAVA DE SOTROBAL"	"PSOE"	43
"15756"	"SALAMANCA"	"NAVA DE SOTROBAL"	"UPL"	0
"15757"	"SALAMANCA"	"NAVA DE SOTROBAL"	"VOX"	3
"15758"	"SALAMANCA"	"NAVA DE SOTROBAL"	"Votos en blanco"	5
"15759"	"SALAMANCA"	"NAVA DE SOTROBAL"	"Votos nulos"	2
"15760"	"SALAMANCA"	"NAVACARROS"	"CONTIGO"	0
"15761"	"SALAMANCA"	"NAVACARROS"	"Cs"	9
"15762"	"SALAMANCA"	"NAVACARROS"	"IU"	3
"15763"	"SALAMANCA"	"NAVACARROS"	"PACMA"	3
"15764"	"SALAMANCA"	"NAVACARROS"	"Podemos"	6
"15765"	"SALAMANCA"	"NAVACARROS"	"PP"	22
"15766"	"SALAMANCA"	"NAVACARROS"	"PREPAL"	0
"15767"	"SALAMANCA"	"NAVACARROS"	"PSOE"	32
"15768"	"SALAMANCA"	"NAVACARROS"	"UPL"	0
"15769"	"SALAMANCA"	"NAVACARROS"	"VOX"	8
"15770"	"SALAMANCA"	"NAVACARROS"	"Votos en blanco"	0
"15771"	"SALAMANCA"	"NAVACARROS"	"Votos nulos"	2
"15772"	"SALAMANCA"	"NAVALES"	"CONTIGO"	0
"15773"	"SALAMANCA"	"NAVALES"	"Cs"	44
"15774"	"SALAMANCA"	"NAVALES"	"IU"	0
"15775"	"SALAMANCA"	"NAVALES"	"PACMA"	0
"15776"	"SALAMANCA"	"NAVALES"	"Podemos"	1
"15777"	"SALAMANCA"	"NAVALES"	"PP"	113
"15778"	"SALAMANCA"	"NAVALES"	"PREPAL"	1
"15779"	"SALAMANCA"	"NAVALES"	"PSOE"	71
"15780"	"SALAMANCA"	"NAVALES"	"UPL"	0
"15781"	"SALAMANCA"	"NAVALES"	"VOX"	14
"15782"	"SALAMANCA"	"NAVALES"	"Votos en blanco"	2
"15783"	"SALAMANCA"	"NAVALES"	"Votos nulos"	2
"15784"	"SALAMANCA"	"NAVALMORAL DE BEJAR"	"CONTIGO"	0
"15785"	"SALAMANCA"	"NAVALMORAL DE BEJAR"	"Cs"	4
"15786"	"SALAMANCA"	"NAVALMORAL DE BEJAR"	"IU"	0
"15787"	"SALAMANCA"	"NAVALMORAL DE BEJAR"	"PACMA"	1
"15788"	"SALAMANCA"	"NAVALMORAL DE BEJAR"	"Podemos"	5
"15789"	"SALAMANCA"	"NAVALMORAL DE BEJAR"	"PP"	14
"15790"	"SALAMANCA"	"NAVALMORAL DE BEJAR"	"PREPAL"	0
"15791"	"SALAMANCA"	"NAVALMORAL DE BEJAR"	"PSOE"	18
"15792"	"SALAMANCA"	"NAVALMORAL DE BEJAR"	"UPL"	0
"15793"	"SALAMANCA"	"NAVALMORAL DE BEJAR"	"VOX"	1
"15794"	"SALAMANCA"	"NAVALMORAL DE BEJAR"	"Votos en blanco"	0
"15795"	"SALAMANCA"	"NAVALMORAL DE BEJAR"	"Votos nulos"	0
"15796"	"SALAMANCA"	"NAVAMORALES"	"CONTIGO"	0
"15797"	"SALAMANCA"	"NAVAMORALES"	"Cs"	4
"15798"	"SALAMANCA"	"NAVAMORALES"	"IU"	0
"15799"	"SALAMANCA"	"NAVAMORALES"	"PACMA"	2
"15800"	"SALAMANCA"	"NAVAMORALES"	"Podemos"	0
"15801"	"SALAMANCA"	"NAVAMORALES"	"PP"	20
"15802"	"SALAMANCA"	"NAVAMORALES"	"PREPAL"	0
"15803"	"SALAMANCA"	"NAVAMORALES"	"PSOE"	6
"15804"	"SALAMANCA"	"NAVAMORALES"	"UPL"	0
"15805"	"SALAMANCA"	"NAVAMORALES"	"VOX"	1
"15806"	"SALAMANCA"	"NAVAMORALES"	"Votos en blanco"	0
"15807"	"SALAMANCA"	"NAVAMORALES"	"Votos nulos"	0
"15808"	"SALAMANCA"	"NAVARREDONDA DE LA RINCONADA"	"CONTIGO"	0
"15809"	"SALAMANCA"	"NAVARREDONDA DE LA RINCONADA"	"Cs"	19
"15810"	"SALAMANCA"	"NAVARREDONDA DE LA RINCONADA"	"IU"	1
"15811"	"SALAMANCA"	"NAVARREDONDA DE LA RINCONADA"	"PACMA"	1
"15812"	"SALAMANCA"	"NAVARREDONDA DE LA RINCONADA"	"Podemos"	6
"15813"	"SALAMANCA"	"NAVARREDONDA DE LA RINCONADA"	"PP"	39
"15814"	"SALAMANCA"	"NAVARREDONDA DE LA RINCONADA"	"PREPAL"	0
"15815"	"SALAMANCA"	"NAVARREDONDA DE LA RINCONADA"	"PSOE"	35
"15816"	"SALAMANCA"	"NAVARREDONDA DE LA RINCONADA"	"UPL"	0
"15817"	"SALAMANCA"	"NAVARREDONDA DE LA RINCONADA"	"VOX"	5
"15818"	"SALAMANCA"	"NAVARREDONDA DE LA RINCONADA"	"Votos en blanco"	2
"15819"	"SALAMANCA"	"NAVARREDONDA DE LA RINCONADA"	"Votos nulos"	1
"15820"	"SALAMANCA"	"NAVASFRIAS"	"CONTIGO"	0
"15821"	"SALAMANCA"	"NAVASFRIAS"	"Cs"	23
"15822"	"SALAMANCA"	"NAVASFRIAS"	"IU"	5
"15823"	"SALAMANCA"	"NAVASFRIAS"	"PACMA"	1
"15824"	"SALAMANCA"	"NAVASFRIAS"	"Podemos"	4
"15825"	"SALAMANCA"	"NAVASFRIAS"	"PP"	141
"15826"	"SALAMANCA"	"NAVASFRIAS"	"PREPAL"	0
"15827"	"SALAMANCA"	"NAVASFRIAS"	"PSOE"	138
"15828"	"SALAMANCA"	"NAVASFRIAS"	"UPL"	1
"15829"	"SALAMANCA"	"NAVASFRIAS"	"VOX"	7
"15830"	"SALAMANCA"	"NAVASFRIAS"	"Votos en blanco"	3
"15831"	"SALAMANCA"	"NAVASFRIAS"	"Votos nulos"	4
"15832"	"SALAMANCA"	"NEGRILLA DE PALENCIA"	"CONTIGO"	0
"15833"	"SALAMANCA"	"NEGRILLA DE PALENCIA"	"Cs"	17
"15834"	"SALAMANCA"	"NEGRILLA DE PALENCIA"	"IU"	1
"15835"	"SALAMANCA"	"NEGRILLA DE PALENCIA"	"PACMA"	0
"15836"	"SALAMANCA"	"NEGRILLA DE PALENCIA"	"Podemos"	3
"15837"	"SALAMANCA"	"NEGRILLA DE PALENCIA"	"PP"	25
"15838"	"SALAMANCA"	"NEGRILLA DE PALENCIA"	"PREPAL"	0
"15839"	"SALAMANCA"	"NEGRILLA DE PALENCIA"	"PSOE"	17
"15840"	"SALAMANCA"	"NEGRILLA DE PALENCIA"	"UPL"	0
"15841"	"SALAMANCA"	"NEGRILLA DE PALENCIA"	"VOX"	0
"15842"	"SALAMANCA"	"NEGRILLA DE PALENCIA"	"Votos en blanco"	2
"15843"	"SALAMANCA"	"NEGRILLA DE PALENCIA"	"Votos nulos"	3
"15844"	"SALAMANCA"	"OLMEDO DE CAMACES"	"CONTIGO"	0
"15845"	"SALAMANCA"	"OLMEDO DE CAMACES"	"Cs"	7
"15846"	"SALAMANCA"	"OLMEDO DE CAMACES"	"IU"	0
"15847"	"SALAMANCA"	"OLMEDO DE CAMACES"	"PACMA"	0
"15848"	"SALAMANCA"	"OLMEDO DE CAMACES"	"Podemos"	2
"15849"	"SALAMANCA"	"OLMEDO DE CAMACES"	"PP"	28
"15850"	"SALAMANCA"	"OLMEDO DE CAMACES"	"PREPAL"	0
"15851"	"SALAMANCA"	"OLMEDO DE CAMACES"	"PSOE"	41
"15852"	"SALAMANCA"	"OLMEDO DE CAMACES"	"UPL"	0
"15853"	"SALAMANCA"	"OLMEDO DE CAMACES"	"VOX"	2
"15854"	"SALAMANCA"	"OLMEDO DE CAMACES"	"Votos en blanco"	3
"15855"	"SALAMANCA"	"OLMEDO DE CAMACES"	"Votos nulos"	1
"15856"	"SALAMANCA"	"PAJARES DE LA LAGUNA"	"CONTIGO"	0
"15857"	"SALAMANCA"	"PAJARES DE LA LAGUNA"	"Cs"	15
"15858"	"SALAMANCA"	"PAJARES DE LA LAGUNA"	"IU"	4
"15859"	"SALAMANCA"	"PAJARES DE LA LAGUNA"	"PACMA"	0
"15860"	"SALAMANCA"	"PAJARES DE LA LAGUNA"	"Podemos"	1
"15861"	"SALAMANCA"	"PAJARES DE LA LAGUNA"	"PP"	32
"15862"	"SALAMANCA"	"PAJARES DE LA LAGUNA"	"PREPAL"	0
"15863"	"SALAMANCA"	"PAJARES DE LA LAGUNA"	"PSOE"	19
"15864"	"SALAMANCA"	"PAJARES DE LA LAGUNA"	"UPL"	1
"15865"	"SALAMANCA"	"PAJARES DE LA LAGUNA"	"VOX"	8
"15866"	"SALAMANCA"	"PAJARES DE LA LAGUNA"	"Votos en blanco"	0
"15867"	"SALAMANCA"	"PAJARES DE LA LAGUNA"	"Votos nulos"	3
"15868"	"SALAMANCA"	"PALACIOS DEL ARZOBISPO"	"CONTIGO"	0
"15869"	"SALAMANCA"	"PALACIOS DEL ARZOBISPO"	"Cs"	15
"15870"	"SALAMANCA"	"PALACIOS DEL ARZOBISPO"	"IU"	0
"15871"	"SALAMANCA"	"PALACIOS DEL ARZOBISPO"	"PACMA"	0
"15872"	"SALAMANCA"	"PALACIOS DEL ARZOBISPO"	"Podemos"	1
"15873"	"SALAMANCA"	"PALACIOS DEL ARZOBISPO"	"PP"	87
"15874"	"SALAMANCA"	"PALACIOS DEL ARZOBISPO"	"PREPAL"	0
"15875"	"SALAMANCA"	"PALACIOS DEL ARZOBISPO"	"PSOE"	15
"15876"	"SALAMANCA"	"PALACIOS DEL ARZOBISPO"	"UPL"	0
"15877"	"SALAMANCA"	"PALACIOS DEL ARZOBISPO"	"VOX"	2
"15878"	"SALAMANCA"	"PALACIOS DEL ARZOBISPO"	"Votos en blanco"	3
"15879"	"SALAMANCA"	"PALACIOS DEL ARZOBISPO"	"Votos nulos"	3
"15880"	"SALAMANCA"	"PALACIOSRUBIOS"	"CONTIGO"	0
"15881"	"SALAMANCA"	"PALACIOSRUBIOS"	"Cs"	32
"15882"	"SALAMANCA"	"PALACIOSRUBIOS"	"IU"	0
"15883"	"SALAMANCA"	"PALACIOSRUBIOS"	"PACMA"	1
"15884"	"SALAMANCA"	"PALACIOSRUBIOS"	"Podemos"	3
"15885"	"SALAMANCA"	"PALACIOSRUBIOS"	"PP"	127
"15886"	"SALAMANCA"	"PALACIOSRUBIOS"	"PREPAL"	0
"15887"	"SALAMANCA"	"PALACIOSRUBIOS"	"PSOE"	111
"15888"	"SALAMANCA"	"PALACIOSRUBIOS"	"UPL"	0
"15889"	"SALAMANCA"	"PALACIOSRUBIOS"	"VOX"	2
"15890"	"SALAMANCA"	"PALACIOSRUBIOS"	"Votos en blanco"	2
"15891"	"SALAMANCA"	"PALACIOSRUBIOS"	"Votos nulos"	4
"15892"	"SALAMANCA"	"PALENCIA DE NEGRILLA"	"CONTIGO"	0
"15893"	"SALAMANCA"	"PALENCIA DE NEGRILLA"	"Cs"	21
"15894"	"SALAMANCA"	"PALENCIA DE NEGRILLA"	"IU"	0
"15895"	"SALAMANCA"	"PALENCIA DE NEGRILLA"	"PACMA"	2
"15896"	"SALAMANCA"	"PALENCIA DE NEGRILLA"	"Podemos"	1
"15897"	"SALAMANCA"	"PALENCIA DE NEGRILLA"	"PP"	50
"15898"	"SALAMANCA"	"PALENCIA DE NEGRILLA"	"PREPAL"	0
"15899"	"SALAMANCA"	"PALENCIA DE NEGRILLA"	"PSOE"	28
"15900"	"SALAMANCA"	"PALENCIA DE NEGRILLA"	"UPL"	0
"15901"	"SALAMANCA"	"PALENCIA DE NEGRILLA"	"VOX"	13
"15902"	"SALAMANCA"	"PALENCIA DE NEGRILLA"	"Votos en blanco"	2
"15903"	"SALAMANCA"	"PALENCIA DE NEGRILLA"	"Votos nulos"	2
"15904"	"SALAMANCA"	"PARADA DE ARRIBA"	"CONTIGO"	0
"15905"	"SALAMANCA"	"PARADA DE ARRIBA"	"Cs"	13
"15906"	"SALAMANCA"	"PARADA DE ARRIBA"	"IU"	1
"15907"	"SALAMANCA"	"PARADA DE ARRIBA"	"PACMA"	1
"15908"	"SALAMANCA"	"PARADA DE ARRIBA"	"Podemos"	11
"15909"	"SALAMANCA"	"PARADA DE ARRIBA"	"PP"	64
"15910"	"SALAMANCA"	"PARADA DE ARRIBA"	"PREPAL"	0
"15911"	"SALAMANCA"	"PARADA DE ARRIBA"	"PSOE"	82
"15912"	"SALAMANCA"	"PARADA DE ARRIBA"	"UPL"	0
"15913"	"SALAMANCA"	"PARADA DE ARRIBA"	"VOX"	3
"15914"	"SALAMANCA"	"PARADA DE ARRIBA"	"Votos en blanco"	0
"15915"	"SALAMANCA"	"PARADA DE ARRIBA"	"Votos nulos"	0
"15916"	"SALAMANCA"	"PARADA DE RUBIALES"	"CONTIGO"	0
"15917"	"SALAMANCA"	"PARADA DE RUBIALES"	"Cs"	28
"15918"	"SALAMANCA"	"PARADA DE RUBIALES"	"IU"	0
"15919"	"SALAMANCA"	"PARADA DE RUBIALES"	"PACMA"	2
"15920"	"SALAMANCA"	"PARADA DE RUBIALES"	"Podemos"	3
"15921"	"SALAMANCA"	"PARADA DE RUBIALES"	"PP"	87
"15922"	"SALAMANCA"	"PARADA DE RUBIALES"	"PREPAL"	2
"15923"	"SALAMANCA"	"PARADA DE RUBIALES"	"PSOE"	71
"15924"	"SALAMANCA"	"PARADA DE RUBIALES"	"UPL"	0
"15925"	"SALAMANCA"	"PARADA DE RUBIALES"	"VOX"	2
"15926"	"SALAMANCA"	"PARADA DE RUBIALES"	"Votos en blanco"	5
"15927"	"SALAMANCA"	"PARADA DE RUBIALES"	"Votos nulos"	2
"15928"	"SALAMANCA"	"PARADINAS DE SAN JUAN"	"CONTIGO"	0
"15929"	"SALAMANCA"	"PARADINAS DE SAN JUAN"	"Cs"	50
"15930"	"SALAMANCA"	"PARADINAS DE SAN JUAN"	"IU"	13
"15931"	"SALAMANCA"	"PARADINAS DE SAN JUAN"	"PACMA"	0
"15932"	"SALAMANCA"	"PARADINAS DE SAN JUAN"	"Podemos"	0
"15933"	"SALAMANCA"	"PARADINAS DE SAN JUAN"	"PP"	170
"15934"	"SALAMANCA"	"PARADINAS DE SAN JUAN"	"PREPAL"	0
"15935"	"SALAMANCA"	"PARADINAS DE SAN JUAN"	"PSOE"	75
"15936"	"SALAMANCA"	"PARADINAS DE SAN JUAN"	"UPL"	0
"15937"	"SALAMANCA"	"PARADINAS DE SAN JUAN"	"VOX"	7
"15938"	"SALAMANCA"	"PARADINAS DE SAN JUAN"	"Votos en blanco"	2
"15939"	"SALAMANCA"	"PARADINAS DE SAN JUAN"	"Votos nulos"	0
"15940"	"SALAMANCA"	"PASTORES"	"CONTIGO"	0
"15941"	"SALAMANCA"	"PASTORES"	"Cs"	2
"15942"	"SALAMANCA"	"PASTORES"	"IU"	0
"15943"	"SALAMANCA"	"PASTORES"	"PACMA"	0
"15944"	"SALAMANCA"	"PASTORES"	"Podemos"	0
"15945"	"SALAMANCA"	"PASTORES"	"PP"	9
"15946"	"SALAMANCA"	"PASTORES"	"PREPAL"	2
"15947"	"SALAMANCA"	"PASTORES"	"PSOE"	27
"15948"	"SALAMANCA"	"PASTORES"	"UPL"	1
"15949"	"SALAMANCA"	"PASTORES"	"VOX"	0
"15950"	"SALAMANCA"	"PASTORES"	"Votos en blanco"	1
"15951"	"SALAMANCA"	"PASTORES"	"Votos nulos"	1
"15952"	"SALAMANCA"	"PEDRAZA DE ALBA"	"CONTIGO"	0
"15953"	"SALAMANCA"	"PEDRAZA DE ALBA"	"Cs"	42
"15954"	"SALAMANCA"	"PEDRAZA DE ALBA"	"IU"	0
"15955"	"SALAMANCA"	"PEDRAZA DE ALBA"	"PACMA"	0
"15956"	"SALAMANCA"	"PEDRAZA DE ALBA"	"Podemos"	7
"15957"	"SALAMANCA"	"PEDRAZA DE ALBA"	"PP"	55
"15958"	"SALAMANCA"	"PEDRAZA DE ALBA"	"PREPAL"	0
"15959"	"SALAMANCA"	"PEDRAZA DE ALBA"	"PSOE"	51
"15960"	"SALAMANCA"	"PEDRAZA DE ALBA"	"UPL"	0
"15961"	"SALAMANCA"	"PEDRAZA DE ALBA"	"VOX"	11
"15962"	"SALAMANCA"	"PEDRAZA DE ALBA"	"Votos en blanco"	1
"15963"	"SALAMANCA"	"PEDRAZA DE ALBA"	"Votos nulos"	3
"15964"	"SALAMANCA"	"PEDROSILLO DE ALBA"	"CONTIGO"	0
"15965"	"SALAMANCA"	"PEDROSILLO DE ALBA"	"Cs"	16
"15966"	"SALAMANCA"	"PEDROSILLO DE ALBA"	"IU"	0
"15967"	"SALAMANCA"	"PEDROSILLO DE ALBA"	"PACMA"	0
"15968"	"SALAMANCA"	"PEDROSILLO DE ALBA"	"Podemos"	2
"15969"	"SALAMANCA"	"PEDROSILLO DE ALBA"	"PP"	39
"15970"	"SALAMANCA"	"PEDROSILLO DE ALBA"	"PREPAL"	2
"15971"	"SALAMANCA"	"PEDROSILLO DE ALBA"	"PSOE"	29
"15972"	"SALAMANCA"	"PEDROSILLO DE ALBA"	"UPL"	0
"15973"	"SALAMANCA"	"PEDROSILLO DE ALBA"	"VOX"	6
"15974"	"SALAMANCA"	"PEDROSILLO DE ALBA"	"Votos en blanco"	1
"15975"	"SALAMANCA"	"PEDROSILLO DE ALBA"	"Votos nulos"	0
"15976"	"SALAMANCA"	"PEDROSILLO DE LOS AIRES"	"CONTIGO"	0
"15977"	"SALAMANCA"	"PEDROSILLO DE LOS AIRES"	"Cs"	32
"15978"	"SALAMANCA"	"PEDROSILLO DE LOS AIRES"	"IU"	1
"15979"	"SALAMANCA"	"PEDROSILLO DE LOS AIRES"	"PACMA"	0
"15980"	"SALAMANCA"	"PEDROSILLO DE LOS AIRES"	"Podemos"	5
"15981"	"SALAMANCA"	"PEDROSILLO DE LOS AIRES"	"PP"	77
"15982"	"SALAMANCA"	"PEDROSILLO DE LOS AIRES"	"PREPAL"	0
"15983"	"SALAMANCA"	"PEDROSILLO DE LOS AIRES"	"PSOE"	130
"15984"	"SALAMANCA"	"PEDROSILLO DE LOS AIRES"	"UPL"	0
"15985"	"SALAMANCA"	"PEDROSILLO DE LOS AIRES"	"VOX"	7
"15986"	"SALAMANCA"	"PEDROSILLO DE LOS AIRES"	"Votos en blanco"	3
"15987"	"SALAMANCA"	"PEDROSILLO DE LOS AIRES"	"Votos nulos"	2
"15988"	"SALAMANCA"	"PEDROSILLO EL RALO"	"CONTIGO"	1
"15989"	"SALAMANCA"	"PEDROSILLO EL RALO"	"Cs"	12
"15990"	"SALAMANCA"	"PEDROSILLO EL RALO"	"IU"	1
"15991"	"SALAMANCA"	"PEDROSILLO EL RALO"	"PACMA"	1
"15992"	"SALAMANCA"	"PEDROSILLO EL RALO"	"Podemos"	6
"15993"	"SALAMANCA"	"PEDROSILLO EL RALO"	"PP"	19
"15994"	"SALAMANCA"	"PEDROSILLO EL RALO"	"PREPAL"	1
"15995"	"SALAMANCA"	"PEDROSILLO EL RALO"	"PSOE"	32
"15996"	"SALAMANCA"	"PEDROSILLO EL RALO"	"UPL"	2
"15997"	"SALAMANCA"	"PEDROSILLO EL RALO"	"VOX"	2
"15998"	"SALAMANCA"	"PEDROSILLO EL RALO"	"Votos en blanco"	2
"15999"	"SALAMANCA"	"PEDROSILLO EL RALO"	"Votos nulos"	0
"16000"	"SALAMANCA"	"PELABRAVO"	"CONTIGO"	4
"16001"	"SALAMANCA"	"PELABRAVO"	"Cs"	156
"16002"	"SALAMANCA"	"PELABRAVO"	"IU"	10
"16003"	"SALAMANCA"	"PELABRAVO"	"PACMA"	4
"16004"	"SALAMANCA"	"PELABRAVO"	"Podemos"	26
"16005"	"SALAMANCA"	"PELABRAVO"	"PP"	228
"16006"	"SALAMANCA"	"PELABRAVO"	"PREPAL"	2
"16007"	"SALAMANCA"	"PELABRAVO"	"PSOE"	187
"16008"	"SALAMANCA"	"PELABRAVO"	"UPL"	0
"16009"	"SALAMANCA"	"PELABRAVO"	"VOX"	53
"16010"	"SALAMANCA"	"PELABRAVO"	"Votos en blanco"	6
"16011"	"SALAMANCA"	"PELABRAVO"	"Votos nulos"	5
"16012"	"SALAMANCA"	"PELARRODRIGUEZ"	"CONTIGO"	0
"16013"	"SALAMANCA"	"PELARRODRIGUEZ"	"Cs"	20
"16014"	"SALAMANCA"	"PELARRODRIGUEZ"	"IU"	0
"16015"	"SALAMANCA"	"PELARRODRIGUEZ"	"PACMA"	3
"16016"	"SALAMANCA"	"PELARRODRIGUEZ"	"Podemos"	1
"16017"	"SALAMANCA"	"PELARRODRIGUEZ"	"PP"	70
"16018"	"SALAMANCA"	"PELARRODRIGUEZ"	"PREPAL"	0
"16019"	"SALAMANCA"	"PELARRODRIGUEZ"	"PSOE"	26
"16020"	"SALAMANCA"	"PELARRODRIGUEZ"	"UPL"	0
"16021"	"SALAMANCA"	"PELARRODRIGUEZ"	"VOX"	8
"16022"	"SALAMANCA"	"PELARRODRIGUEZ"	"Votos en blanco"	1
"16023"	"SALAMANCA"	"PELARRODRIGUEZ"	"Votos nulos"	3
"16024"	"SALAMANCA"	"PELAYOS"	"CONTIGO"	0
"16025"	"SALAMANCA"	"PELAYOS"	"Cs"	19
"16026"	"SALAMANCA"	"PELAYOS"	"IU"	0
"16027"	"SALAMANCA"	"PELAYOS"	"PACMA"	2
"16028"	"SALAMANCA"	"PELAYOS"	"Podemos"	3
"16029"	"SALAMANCA"	"PELAYOS"	"PP"	34
"16030"	"SALAMANCA"	"PELAYOS"	"PREPAL"	1
"16031"	"SALAMANCA"	"PELAYOS"	"PSOE"	14
"16032"	"SALAMANCA"	"PELAYOS"	"UPL"	0
"16033"	"SALAMANCA"	"PELAYOS"	"VOX"	0
"16034"	"SALAMANCA"	"PELAYOS"	"Votos en blanco"	1
"16035"	"SALAMANCA"	"PELAYOS"	"Votos nulos"	0
"16036"	"SALAMANCA"	"PEÑACABALLERA"	"CONTIGO"	1
"16037"	"SALAMANCA"	"PEÑACABALLERA"	"Cs"	22
"16038"	"SALAMANCA"	"PEÑACABALLERA"	"IU"	0
"16039"	"SALAMANCA"	"PEÑACABALLERA"	"PACMA"	0
"16040"	"SALAMANCA"	"PEÑACABALLERA"	"Podemos"	3
"16041"	"SALAMANCA"	"PEÑACABALLERA"	"PP"	34
"16042"	"SALAMANCA"	"PEÑACABALLERA"	"PREPAL"	0
"16043"	"SALAMANCA"	"PEÑACABALLERA"	"PSOE"	19
"16044"	"SALAMANCA"	"PEÑACABALLERA"	"UPL"	0
"16045"	"SALAMANCA"	"PEÑACABALLERA"	"VOX"	6
"16046"	"SALAMANCA"	"PEÑACABALLERA"	"Votos en blanco"	3
"16047"	"SALAMANCA"	"PEÑACABALLERA"	"Votos nulos"	1
"16048"	"SALAMANCA"	"PEÑAPARDA"	"CONTIGO"	0
"16049"	"SALAMANCA"	"PEÑAPARDA"	"Cs"	13
"16050"	"SALAMANCA"	"PEÑAPARDA"	"IU"	2
"16051"	"SALAMANCA"	"PEÑAPARDA"	"PACMA"	0
"16052"	"SALAMANCA"	"PEÑAPARDA"	"Podemos"	0
"16053"	"SALAMANCA"	"PEÑAPARDA"	"PP"	122
"16054"	"SALAMANCA"	"PEÑAPARDA"	"PREPAL"	8
"16055"	"SALAMANCA"	"PEÑAPARDA"	"PSOE"	87
"16056"	"SALAMANCA"	"PEÑAPARDA"	"UPL"	8
"16057"	"SALAMANCA"	"PEÑAPARDA"	"VOX"	4
"16058"	"SALAMANCA"	"PEÑAPARDA"	"Votos en blanco"	3
"16059"	"SALAMANCA"	"PEÑAPARDA"	"Votos nulos"	3
"16060"	"SALAMANCA"	"PEÑARANDA DE BRACAMONTE"	"CONTIGO"	3
"16061"	"SALAMANCA"	"PEÑARANDA DE BRACAMONTE"	"Cs"	728
"16062"	"SALAMANCA"	"PEÑARANDA DE BRACAMONTE"	"IU"	69
"16063"	"SALAMANCA"	"PEÑARANDA DE BRACAMONTE"	"PACMA"	26
"16064"	"SALAMANCA"	"PEÑARANDA DE BRACAMONTE"	"Podemos"	99
"16065"	"SALAMANCA"	"PEÑARANDA DE BRACAMONTE"	"PP"	1127
"16066"	"SALAMANCA"	"PEÑARANDA DE BRACAMONTE"	"PREPAL"	10
"16067"	"SALAMANCA"	"PEÑARANDA DE BRACAMONTE"	"PSOE"	1504
"16068"	"SALAMANCA"	"PEÑARANDA DE BRACAMONTE"	"UPL"	15
"16069"	"SALAMANCA"	"PEÑARANDA DE BRACAMONTE"	"VOX"	138
"16070"	"SALAMANCA"	"PEÑARANDA DE BRACAMONTE"	"Votos en blanco"	51
"16071"	"SALAMANCA"	"PEÑARANDA DE BRACAMONTE"	"Votos nulos"	50
"16072"	"SALAMANCA"	"PEÑARANDILLA"	"CONTIGO"	0
"16073"	"SALAMANCA"	"PEÑARANDILLA"	"Cs"	19
"16074"	"SALAMANCA"	"PEÑARANDILLA"	"IU"	0
"16075"	"SALAMANCA"	"PEÑARANDILLA"	"PACMA"	0
"16076"	"SALAMANCA"	"PEÑARANDILLA"	"Podemos"	4
"16077"	"SALAMANCA"	"PEÑARANDILLA"	"PP"	99
"16078"	"SALAMANCA"	"PEÑARANDILLA"	"PREPAL"	0
"16079"	"SALAMANCA"	"PEÑARANDILLA"	"PSOE"	21
"16080"	"SALAMANCA"	"PEÑARANDILLA"	"UPL"	0
"16081"	"SALAMANCA"	"PEÑARANDILLA"	"VOX"	5
"16082"	"SALAMANCA"	"PEÑARANDILLA"	"Votos en blanco"	4
"16083"	"SALAMANCA"	"PEÑARANDILLA"	"Votos nulos"	1
"16084"	"SALAMANCA"	"PERALEJOS DE ABAJO"	"CONTIGO"	2
"16085"	"SALAMANCA"	"PERALEJOS DE ABAJO"	"Cs"	29
"16086"	"SALAMANCA"	"PERALEJOS DE ABAJO"	"IU"	1
"16087"	"SALAMANCA"	"PERALEJOS DE ABAJO"	"PACMA"	1
"16088"	"SALAMANCA"	"PERALEJOS DE ABAJO"	"Podemos"	3
"16089"	"SALAMANCA"	"PERALEJOS DE ABAJO"	"PP"	43
"16090"	"SALAMANCA"	"PERALEJOS DE ABAJO"	"PREPAL"	0
"16091"	"SALAMANCA"	"PERALEJOS DE ABAJO"	"PSOE"	24
"16092"	"SALAMANCA"	"PERALEJOS DE ABAJO"	"UPL"	1
"16093"	"SALAMANCA"	"PERALEJOS DE ABAJO"	"VOX"	8
"16094"	"SALAMANCA"	"PERALEJOS DE ABAJO"	"Votos en blanco"	2
"16095"	"SALAMANCA"	"PERALEJOS DE ABAJO"	"Votos nulos"	6
"16096"	"SALAMANCA"	"PERALEJOS DE ARRIBA"	"CONTIGO"	0
