"Provincia"	"Municipio"	"Partido"	"VotosMuni"
"1999"	"AVILA"	"PASCUALCOBO"	"PP"	22
"2000"	"AVILA"	"PASCUALCOBO"	"PSOE"	10
"2001"	"AVILA"	"PASCUALCOBO"	"VOX"	6
"2002"	"AVILA"	"PASCUALCOBO"	"XAV"	0
"2003"	"AVILA"	"PASCUALCOBO"	"Votos en blanco"	0
"2004"	"AVILA"	"PASCUALCOBO"	"Votos nulos"	0
"2005"	"AVILA"	"PEDRO-RODRIGUEZ"	"ÁvilaLP"	0
"2006"	"AVILA"	"PEDRO-RODRIGUEZ"	"Cs"	16
"2007"	"AVILA"	"PEDRO-RODRIGUEZ"	"FE de las JONS"	0
"2008"	"AVILA"	"PEDRO-RODRIGUEZ"	"IU"	1
"2009"	"AVILA"	"PEDRO-RODRIGUEZ"	"PACMA"	0
"2010"	"AVILA"	"PEDRO-RODRIGUEZ"	"Podemos"	1
"2011"	"AVILA"	"PEDRO-RODRIGUEZ"	"PP"	61
"2012"	"AVILA"	"PEDRO-RODRIGUEZ"	"PSOE"	22
"2013"	"AVILA"	"PEDRO-RODRIGUEZ"	"VOX"	5
"2014"	"AVILA"	"PEDRO-RODRIGUEZ"	"XAV"	1
"2015"	"AVILA"	"PEDRO-RODRIGUEZ"	"Votos en blanco"	0
"2016"	"AVILA"	"PEDRO-RODRIGUEZ"	"Votos nulos"	0
"2017"	"AVILA"	"PEDRO BERNARDO"	"ÁvilaLP"	0
"2018"	"AVILA"	"PEDRO BERNARDO"	"Cs"	56
"2019"	"AVILA"	"PEDRO BERNARDO"	"FE de las JONS"	3
"2020"	"AVILA"	"PEDRO BERNARDO"	"IU"	2
"2021"	"AVILA"	"PEDRO BERNARDO"	"PACMA"	0
"2022"	"AVILA"	"PEDRO BERNARDO"	"Podemos"	19
"2023"	"AVILA"	"PEDRO BERNARDO"	"PP"	169
"2024"	"AVILA"	"PEDRO BERNARDO"	"PSOE"	101
"2025"	"AVILA"	"PEDRO BERNARDO"	"VOX"	20
"2026"	"AVILA"	"PEDRO BERNARDO"	"XAV"	157
"2027"	"AVILA"	"PEDRO BERNARDO"	"Votos en blanco"	1
"2028"	"AVILA"	"PEDRO BERNARDO"	"Votos nulos"	13
"2029"	"AVILA"	"PEGUERINOS"	"ÁvilaLP"	0
"2030"	"AVILA"	"PEGUERINOS"	"Cs"	11
"2031"	"AVILA"	"PEGUERINOS"	"FE de las JONS"	0
"2032"	"AVILA"	"PEGUERINOS"	"IU"	1
"2033"	"AVILA"	"PEGUERINOS"	"PACMA"	1
"2034"	"AVILA"	"PEGUERINOS"	"Podemos"	12
"2035"	"AVILA"	"PEGUERINOS"	"PP"	105
"2036"	"AVILA"	"PEGUERINOS"	"PSOE"	72
"2037"	"AVILA"	"PEGUERINOS"	"VOX"	10
"2038"	"AVILA"	"PEGUERINOS"	"XAV"	0
"2039"	"AVILA"	"PEGUERINOS"	"Votos en blanco"	0
"2040"	"AVILA"	"PEGUERINOS"	"Votos nulos"	0
"2041"	"AVILA"	"PEÑALBA DE AVILA"	"ÁvilaLP"	0
"2042"	"AVILA"	"PEÑALBA DE AVILA"	"Cs"	5
"2043"	"AVILA"	"PEÑALBA DE AVILA"	"FE de las JONS"	0
"2044"	"AVILA"	"PEÑALBA DE AVILA"	"IU"	0
"2045"	"AVILA"	"PEÑALBA DE AVILA"	"PACMA"	0
"2046"	"AVILA"	"PEÑALBA DE AVILA"	"Podemos"	0
"2047"	"AVILA"	"PEÑALBA DE AVILA"	"PP"	39
"2048"	"AVILA"	"PEÑALBA DE AVILA"	"PSOE"	12
"2049"	"AVILA"	"PEÑALBA DE AVILA"	"VOX"	8
"2050"	"AVILA"	"PEÑALBA DE AVILA"	"XAV"	4
"2051"	"AVILA"	"PEÑALBA DE AVILA"	"Votos en blanco"	1
"2052"	"AVILA"	"PEÑALBA DE AVILA"	"Votos nulos"	1
"2053"	"AVILA"	"PIEDRAHITA"	"ÁvilaLP"	3
"2054"	"AVILA"	"PIEDRAHITA"	"Cs"	159
"2055"	"AVILA"	"PIEDRAHITA"	"FE de las JONS"	0
"2056"	"AVILA"	"PIEDRAHITA"	"IU"	10
"2057"	"AVILA"	"PIEDRAHITA"	"PACMA"	1
"2058"	"AVILA"	"PIEDRAHITA"	"Podemos"	91
"2059"	"AVILA"	"PIEDRAHITA"	"PP"	555
"2060"	"AVILA"	"PIEDRAHITA"	"PSOE"	320
"2061"	"AVILA"	"PIEDRAHITA"	"VOX"	62
"2062"	"AVILA"	"PIEDRAHITA"	"XAV"	15
"2063"	"AVILA"	"PIEDRAHITA"	"Votos en blanco"	13
"2064"	"AVILA"	"PIEDRAHITA"	"Votos nulos"	12
"2065"	"AVILA"	"PIEDRALAVES"	"ÁvilaLP"	1
"2066"	"AVILA"	"PIEDRALAVES"	"Cs"	140
"2067"	"AVILA"	"PIEDRALAVES"	"FE de las JONS"	2
"2068"	"AVILA"	"PIEDRALAVES"	"IU"	21
"2069"	"AVILA"	"PIEDRALAVES"	"PACMA"	18
"2070"	"AVILA"	"PIEDRALAVES"	"Podemos"	98
"2071"	"AVILA"	"PIEDRALAVES"	"PP"	527
"2072"	"AVILA"	"PIEDRALAVES"	"PSOE"	435
"2073"	"AVILA"	"PIEDRALAVES"	"VOX"	54
"2074"	"AVILA"	"PIEDRALAVES"	"XAV"	9
"2075"	"AVILA"	"PIEDRALAVES"	"Votos en blanco"	26
"2076"	"AVILA"	"PIEDRALAVES"	"Votos nulos"	28
"2077"	"AVILA"	"POVEDA"	"ÁvilaLP"	0
"2078"	"AVILA"	"POVEDA"	"Cs"	2
"2079"	"AVILA"	"POVEDA"	"FE de las JONS"	0
"2080"	"AVILA"	"POVEDA"	"IU"	0
"2081"	"AVILA"	"POVEDA"	"PACMA"	0
"2082"	"AVILA"	"POVEDA"	"Podemos"	0
"2083"	"AVILA"	"POVEDA"	"PP"	13
"2084"	"AVILA"	"POVEDA"	"PSOE"	6
"2085"	"AVILA"	"POVEDA"	"VOX"	0
"2086"	"AVILA"	"POVEDA"	"XAV"	15
"2087"	"AVILA"	"POVEDA"	"Votos en blanco"	0
"2088"	"AVILA"	"POVEDA"	"Votos nulos"	0
"2089"	"AVILA"	"POYALES DEL HOYO"	"ÁvilaLP"	0
"2090"	"AVILA"	"POYALES DEL HOYO"	"Cs"	14
"2091"	"AVILA"	"POYALES DEL HOYO"	"FE de las JONS"	0
"2092"	"AVILA"	"POYALES DEL HOYO"	"IU"	3
"2093"	"AVILA"	"POYALES DEL HOYO"	"PACMA"	1
"2094"	"AVILA"	"POYALES DEL HOYO"	"Podemos"	15
"2095"	"AVILA"	"POYALES DEL HOYO"	"PP"	115
"2096"	"AVILA"	"POYALES DEL HOYO"	"PSOE"	181
"2097"	"AVILA"	"POYALES DEL HOYO"	"VOX"	12
"2098"	"AVILA"	"POYALES DEL HOYO"	"XAV"	0
"2099"	"AVILA"	"POYALES DEL HOYO"	"Votos en blanco"	1
"2100"	"AVILA"	"POYALES DEL HOYO"	"Votos nulos"	4
"2101"	"AVILA"	"POZANCO"	"ÁvilaLP"	0
"2102"	"AVILA"	"POZANCO"	"Cs"	1
"2103"	"AVILA"	"POZANCO"	"FE de las JONS"	0
"2104"	"AVILA"	"POZANCO"	"IU"	0
"2105"	"AVILA"	"POZANCO"	"PACMA"	0
"2106"	"AVILA"	"POZANCO"	"Podemos"	1
"2107"	"AVILA"	"POZANCO"	"PP"	10
"2108"	"AVILA"	"POZANCO"	"PSOE"	2
"2109"	"AVILA"	"POZANCO"	"VOX"	8
"2110"	"AVILA"	"POZANCO"	"XAV"	15
"2111"	"AVILA"	"POZANCO"	"Votos en blanco"	0
"2112"	"AVILA"	"POZANCO"	"Votos nulos"	0
"2113"	"AVILA"	"PRADOSEGAR"	"ÁvilaLP"	5
"2114"	"AVILA"	"PRADOSEGAR"	"Cs"	21
"2115"	"AVILA"	"PRADOSEGAR"	"FE de las JONS"	0
"2116"	"AVILA"	"PRADOSEGAR"	"IU"	3
"2117"	"AVILA"	"PRADOSEGAR"	"PACMA"	0
"2118"	"AVILA"	"PRADOSEGAR"	"Podemos"	7
"2119"	"AVILA"	"PRADOSEGAR"	"PP"	11
"2120"	"AVILA"	"PRADOSEGAR"	"PSOE"	51
"2121"	"AVILA"	"PRADOSEGAR"	"VOX"	1
"2122"	"AVILA"	"PRADOSEGAR"	"XAV"	9
"2123"	"AVILA"	"PRADOSEGAR"	"Votos en blanco"	1
"2124"	"AVILA"	"PRADOSEGAR"	"Votos nulos"	0
"2125"	"AVILA"	"PUERTO CASTILLA"	"ÁvilaLP"	1
"2126"	"AVILA"	"PUERTO CASTILLA"	"Cs"	6
"2127"	"AVILA"	"PUERTO CASTILLA"	"FE de las JONS"	0
"2128"	"AVILA"	"PUERTO CASTILLA"	"IU"	1
"2129"	"AVILA"	"PUERTO CASTILLA"	"PACMA"	0
"2130"	"AVILA"	"PUERTO CASTILLA"	"Podemos"	8
"2131"	"AVILA"	"PUERTO CASTILLA"	"PP"	35
"2132"	"AVILA"	"PUERTO CASTILLA"	"PSOE"	28
"2133"	"AVILA"	"PUERTO CASTILLA"	"VOX"	2
"2134"	"AVILA"	"PUERTO CASTILLA"	"XAV"	0
"2135"	"AVILA"	"PUERTO CASTILLA"	"Votos en blanco"	2
"2136"	"AVILA"	"PUERTO CASTILLA"	"Votos nulos"	1
"2137"	"AVILA"	"RASUEROS"	"ÁvilaLP"	0
"2138"	"AVILA"	"RASUEROS"	"Cs"	16
"2139"	"AVILA"	"RASUEROS"	"FE de las JONS"	0
"2140"	"AVILA"	"RASUEROS"	"IU"	1
"2141"	"AVILA"	"RASUEROS"	"PACMA"	0
"2142"	"AVILA"	"RASUEROS"	"Podemos"	3
"2143"	"AVILA"	"RASUEROS"	"PP"	85
"2144"	"AVILA"	"RASUEROS"	"PSOE"	47
"2145"	"AVILA"	"RASUEROS"	"VOX"	5
"2146"	"AVILA"	"RASUEROS"	"XAV"	0
"2147"	"AVILA"	"RASUEROS"	"Votos en blanco"	0
"2148"	"AVILA"	"RASUEROS"	"Votos nulos"	0
"2149"	"AVILA"	"RIOCABADO"	"ÁvilaLP"	0
"2150"	"AVILA"	"RIOCABADO"	"Cs"	23
"2151"	"AVILA"	"RIOCABADO"	"FE de las JONS"	0
"2152"	"AVILA"	"RIOCABADO"	"IU"	0
"2153"	"AVILA"	"RIOCABADO"	"PACMA"	0
"2154"	"AVILA"	"RIOCABADO"	"Podemos"	3
"2155"	"AVILA"	"RIOCABADO"	"PP"	40
"2156"	"AVILA"	"RIOCABADO"	"PSOE"	35
"2157"	"AVILA"	"RIOCABADO"	"VOX"	10
"2158"	"AVILA"	"RIOCABADO"	"XAV"	3
"2159"	"AVILA"	"RIOCABADO"	"Votos en blanco"	0
"2160"	"AVILA"	"RIOCABADO"	"Votos nulos"	0
"2161"	"AVILA"	"RIOFRIO"	"ÁvilaLP"	0
"2162"	"AVILA"	"RIOFRIO"	"Cs"	23
"2163"	"AVILA"	"RIOFRIO"	"FE de las JONS"	0
"2164"	"AVILA"	"RIOFRIO"	"IU"	0
"2165"	"AVILA"	"RIOFRIO"	"PACMA"	0
"2166"	"AVILA"	"RIOFRIO"	"Podemos"	5
"2167"	"AVILA"	"RIOFRIO"	"PP"	48
"2168"	"AVILA"	"RIOFRIO"	"PSOE"	44
"2169"	"AVILA"	"RIOFRIO"	"VOX"	4
"2170"	"AVILA"	"RIOFRIO"	"XAV"	18
"2171"	"AVILA"	"RIOFRIO"	"Votos en blanco"	2
"2172"	"AVILA"	"RIOFRIO"	"Votos nulos"	0
"2173"	"AVILA"	"RIVILLA DE BARAJAS"	"ÁvilaLP"	0
"2174"	"AVILA"	"RIVILLA DE BARAJAS"	"Cs"	5
"2175"	"AVILA"	"RIVILLA DE BARAJAS"	"FE de las JONS"	0
"2176"	"AVILA"	"RIVILLA DE BARAJAS"	"IU"	0
"2177"	"AVILA"	"RIVILLA DE BARAJAS"	"PACMA"	0
"2178"	"AVILA"	"RIVILLA DE BARAJAS"	"Podemos"	0
"2179"	"AVILA"	"RIVILLA DE BARAJAS"	"PP"	7
"2180"	"AVILA"	"RIVILLA DE BARAJAS"	"PSOE"	29
"2181"	"AVILA"	"RIVILLA DE BARAJAS"	"VOX"	1
"2182"	"AVILA"	"RIVILLA DE BARAJAS"	"XAV"	3
"2183"	"AVILA"	"RIVILLA DE BARAJAS"	"Votos en blanco"	0
"2184"	"AVILA"	"RIVILLA DE BARAJAS"	"Votos nulos"	0
"2185"	"AVILA"	"SALOBRAL"	"ÁvilaLP"	0
"2186"	"AVILA"	"SALOBRAL"	"Cs"	8
"2187"	"AVILA"	"SALOBRAL"	"FE de las JONS"	0
"2188"	"AVILA"	"SALOBRAL"	"IU"	1
"2189"	"AVILA"	"SALOBRAL"	"PACMA"	1
"2190"	"AVILA"	"SALOBRAL"	"Podemos"	2
"2191"	"AVILA"	"SALOBRAL"	"PP"	34
"2192"	"AVILA"	"SALOBRAL"	"PSOE"	15
"2193"	"AVILA"	"SALOBRAL"	"VOX"	7
"2194"	"AVILA"	"SALOBRAL"	"XAV"	14
"2195"	"AVILA"	"SALOBRAL"	"Votos en blanco"	0
"2196"	"AVILA"	"SALOBRAL"	"Votos nulos"	0
"2197"	"AVILA"	"SALVADIOS"	"ÁvilaLP"	0
"2198"	"AVILA"	"SALVADIOS"	"Cs"	12
"2199"	"AVILA"	"SALVADIOS"	"FE de las JONS"	0
"2200"	"AVILA"	"SALVADIOS"	"IU"	0
"2201"	"AVILA"	"SALVADIOS"	"PACMA"	0
"2202"	"AVILA"	"SALVADIOS"	"Podemos"	1
"2203"	"AVILA"	"SALVADIOS"	"PP"	31
"2204"	"AVILA"	"SALVADIOS"	"PSOE"	11
"2205"	"AVILA"	"SALVADIOS"	"VOX"	3
"2206"	"AVILA"	"SALVADIOS"	"XAV"	0
"2207"	"AVILA"	"SALVADIOS"	"Votos en blanco"	0
"2208"	"AVILA"	"SALVADIOS"	"Votos nulos"	2
"2209"	"AVILA"	"SAN BARTOLOME DE BEJAR"	"ÁvilaLP"	0
"2210"	"AVILA"	"SAN BARTOLOME DE BEJAR"	"Cs"	1
"2211"	"AVILA"	"SAN BARTOLOME DE BEJAR"	"FE de las JONS"	0
"2212"	"AVILA"	"SAN BARTOLOME DE BEJAR"	"IU"	2
"2213"	"AVILA"	"SAN BARTOLOME DE BEJAR"	"PACMA"	0
"2214"	"AVILA"	"SAN BARTOLOME DE BEJAR"	"Podemos"	4
"2215"	"AVILA"	"SAN BARTOLOME DE BEJAR"	"PP"	19
"2216"	"AVILA"	"SAN BARTOLOME DE BEJAR"	"PSOE"	6
"2217"	"AVILA"	"SAN BARTOLOME DE BEJAR"	"VOX"	2
"2218"	"AVILA"	"SAN BARTOLOME DE BEJAR"	"XAV"	2
"2219"	"AVILA"	"SAN BARTOLOME DE BEJAR"	"Votos en blanco"	0
"2220"	"AVILA"	"SAN BARTOLOME DE BEJAR"	"Votos nulos"	0
"2221"	"AVILA"	"SAN BARTOLOME DE CORNEJA"	"ÁvilaLP"	0
"2222"	"AVILA"	"SAN BARTOLOME DE CORNEJA"	"Cs"	0
"2223"	"AVILA"	"SAN BARTOLOME DE CORNEJA"	"FE de las JONS"	0
"2224"	"AVILA"	"SAN BARTOLOME DE CORNEJA"	"IU"	0
"2225"	"AVILA"	"SAN BARTOLOME DE CORNEJA"	"PACMA"	0
"2226"	"AVILA"	"SAN BARTOLOME DE CORNEJA"	"Podemos"	1
"2227"	"AVILA"	"SAN BARTOLOME DE CORNEJA"	"PP"	14
"2228"	"AVILA"	"SAN BARTOLOME DE CORNEJA"	"PSOE"	8
"2229"	"AVILA"	"SAN BARTOLOME DE CORNEJA"	"VOX"	0
"2230"	"AVILA"	"SAN BARTOLOME DE CORNEJA"	"XAV"	6
"2231"	"AVILA"	"SAN BARTOLOME DE CORNEJA"	"Votos en blanco"	0
"2232"	"AVILA"	"SAN BARTOLOME DE CORNEJA"	"Votos nulos"	0
"2233"	"AVILA"	"SAN BARTOLOME DE PINARES"	"ÁvilaLP"	26
"2234"	"AVILA"	"SAN BARTOLOME DE PINARES"	"Cs"	68
"2235"	"AVILA"	"SAN BARTOLOME DE PINARES"	"FE de las JONS"	1
"2236"	"AVILA"	"SAN BARTOLOME DE PINARES"	"IU"	0
"2237"	"AVILA"	"SAN BARTOLOME DE PINARES"	"PACMA"	1
"2238"	"AVILA"	"SAN BARTOLOME DE PINARES"	"Podemos"	14
"2239"	"AVILA"	"SAN BARTOLOME DE PINARES"	"PP"	176
"2240"	"AVILA"	"SAN BARTOLOME DE PINARES"	"PSOE"	140
"2241"	"AVILA"	"SAN BARTOLOME DE PINARES"	"VOX"	7
"2242"	"AVILA"	"SAN BARTOLOME DE PINARES"	"XAV"	3
"2243"	"AVILA"	"SAN BARTOLOME DE PINARES"	"Votos en blanco"	3
"2244"	"AVILA"	"SAN BARTOLOME DE PINARES"	"Votos nulos"	6
"2245"	"AVILA"	"SAN ESTEBAN DE LOS PATOS"	"ÁvilaLP"	0
"2246"	"AVILA"	"SAN ESTEBAN DE LOS PATOS"	"Cs"	2
"2247"	"AVILA"	"SAN ESTEBAN DE LOS PATOS"	"FE de las JONS"	0
"2248"	"AVILA"	"SAN ESTEBAN DE LOS PATOS"	"IU"	0
"2249"	"AVILA"	"SAN ESTEBAN DE LOS PATOS"	"PACMA"	0
"2250"	"AVILA"	"SAN ESTEBAN DE LOS PATOS"	"Podemos"	2
"2251"	"AVILA"	"SAN ESTEBAN DE LOS PATOS"	"PP"	4
"2252"	"AVILA"	"SAN ESTEBAN DE LOS PATOS"	"PSOE"	8
"2253"	"AVILA"	"SAN ESTEBAN DE LOS PATOS"	"VOX"	1
"2254"	"AVILA"	"SAN ESTEBAN DE LOS PATOS"	"XAV"	1
"2255"	"AVILA"	"SAN ESTEBAN DE LOS PATOS"	"Votos en blanco"	1
"2256"	"AVILA"	"SAN ESTEBAN DE LOS PATOS"	"Votos nulos"	3
"2257"	"AVILA"	"SAN ESTEBAN DE ZAPARDIEL"	"ÁvilaLP"	0
"2258"	"AVILA"	"SAN ESTEBAN DE ZAPARDIEL"	"Cs"	2
"2259"	"AVILA"	"SAN ESTEBAN DE ZAPARDIEL"	"FE de las JONS"	0
"2260"	"AVILA"	"SAN ESTEBAN DE ZAPARDIEL"	"IU"	1
"2261"	"AVILA"	"SAN ESTEBAN DE ZAPARDIEL"	"PACMA"	0
"2262"	"AVILA"	"SAN ESTEBAN DE ZAPARDIEL"	"Podemos"	0
"2263"	"AVILA"	"SAN ESTEBAN DE ZAPARDIEL"	"PP"	13
"2264"	"AVILA"	"SAN ESTEBAN DE ZAPARDIEL"	"PSOE"	11
"2265"	"AVILA"	"SAN ESTEBAN DE ZAPARDIEL"	"VOX"	7
"2266"	"AVILA"	"SAN ESTEBAN DE ZAPARDIEL"	"XAV"	1
"2267"	"AVILA"	"SAN ESTEBAN DE ZAPARDIEL"	"Votos en blanco"	0
"2268"	"AVILA"	"SAN ESTEBAN DE ZAPARDIEL"	"Votos nulos"	0
"2269"	"AVILA"	"SAN ESTEBAN DEL VALLE"	"ÁvilaLP"	2
"2270"	"AVILA"	"SAN ESTEBAN DEL VALLE"	"Cs"	50
"2271"	"AVILA"	"SAN ESTEBAN DEL VALLE"	"FE de las JONS"	0
"2272"	"AVILA"	"SAN ESTEBAN DEL VALLE"	"IU"	4
"2273"	"AVILA"	"SAN ESTEBAN DEL VALLE"	"PACMA"	2
"2274"	"AVILA"	"SAN ESTEBAN DEL VALLE"	"Podemos"	15
"2275"	"AVILA"	"SAN ESTEBAN DEL VALLE"	"PP"	164
"2276"	"AVILA"	"SAN ESTEBAN DEL VALLE"	"PSOE"	252
"2277"	"AVILA"	"SAN ESTEBAN DEL VALLE"	"VOX"	14
"2278"	"AVILA"	"SAN ESTEBAN DEL VALLE"	"XAV"	53
"2279"	"AVILA"	"SAN ESTEBAN DEL VALLE"	"Votos en blanco"	1
"2280"	"AVILA"	"SAN ESTEBAN DEL VALLE"	"Votos nulos"	1
"2281"	"AVILA"	"SAN GARCIA DE INGELMOS"	"ÁvilaLP"	0
"2282"	"AVILA"	"SAN GARCIA DE INGELMOS"	"Cs"	5
"2283"	"AVILA"	"SAN GARCIA DE INGELMOS"	"FE de las JONS"	0
"2284"	"AVILA"	"SAN GARCIA DE INGELMOS"	"IU"	0
"2285"	"AVILA"	"SAN GARCIA DE INGELMOS"	"PACMA"	0
"2286"	"AVILA"	"SAN GARCIA DE INGELMOS"	"Podemos"	0
"2287"	"AVILA"	"SAN GARCIA DE INGELMOS"	"PP"	35
"2288"	"AVILA"	"SAN GARCIA DE INGELMOS"	"PSOE"	19
"2289"	"AVILA"	"SAN GARCIA DE INGELMOS"	"VOX"	2
"2290"	"AVILA"	"SAN GARCIA DE INGELMOS"	"XAV"	1
"2291"	"AVILA"	"SAN GARCIA DE INGELMOS"	"Votos en blanco"	0
"2292"	"AVILA"	"SAN GARCIA DE INGELMOS"	"Votos nulos"	0
"2293"	"AVILA"	"SAN JUAN DE GREDOS"	"ÁvilaLP"	0
"2294"	"AVILA"	"SAN JUAN DE GREDOS"	"Cs"	37
"2295"	"AVILA"	"SAN JUAN DE GREDOS"	"FE de las JONS"	0
"2296"	"AVILA"	"SAN JUAN DE GREDOS"	"IU"	10
"2297"	"AVILA"	"SAN JUAN DE GREDOS"	"PACMA"	1
"2298"	"AVILA"	"SAN JUAN DE GREDOS"	"Podemos"	11
"2299"	"AVILA"	"SAN JUAN DE GREDOS"	"PP"	63
"2300"	"AVILA"	"SAN JUAN DE GREDOS"	"PSOE"	55
"2301"	"AVILA"	"SAN JUAN DE GREDOS"	"VOX"	12
"2302"	"AVILA"	"SAN JUAN DE GREDOS"	"XAV"	16
"2303"	"AVILA"	"SAN JUAN DE GREDOS"	"Votos en blanco"	6
"2304"	"AVILA"	"SAN JUAN DE GREDOS"	"Votos nulos"	4
"2305"	"AVILA"	"SAN JUAN DE LA ENCINILLA"	"ÁvilaLP"	1
"2306"	"AVILA"	"SAN JUAN DE LA ENCINILLA"	"Cs"	8
"2307"	"AVILA"	"SAN JUAN DE LA ENCINILLA"	"FE de las JONS"	0
"2308"	"AVILA"	"SAN JUAN DE LA ENCINILLA"	"IU"	0
"2309"	"AVILA"	"SAN JUAN DE LA ENCINILLA"	"PACMA"	1
"2310"	"AVILA"	"SAN JUAN DE LA ENCINILLA"	"Podemos"	1
"2311"	"AVILA"	"SAN JUAN DE LA ENCINILLA"	"PP"	19
"2312"	"AVILA"	"SAN JUAN DE LA ENCINILLA"	"PSOE"	3
"2313"	"AVILA"	"SAN JUAN DE LA ENCINILLA"	"VOX"	2
"2314"	"AVILA"	"SAN JUAN DE LA ENCINILLA"	"XAV"	25
"2315"	"AVILA"	"SAN JUAN DE LA ENCINILLA"	"Votos en blanco"	1
"2316"	"AVILA"	"SAN JUAN DE LA ENCINILLA"	"Votos nulos"	0
"2317"	"AVILA"	"SAN JUAN DE LA NAVA"	"ÁvilaLP"	0
"2318"	"AVILA"	"SAN JUAN DE LA NAVA"	"Cs"	34
"2319"	"AVILA"	"SAN JUAN DE LA NAVA"	"FE de las JONS"	0
"2320"	"AVILA"	"SAN JUAN DE LA NAVA"	"IU"	2
"2321"	"AVILA"	"SAN JUAN DE LA NAVA"	"PACMA"	0
"2322"	"AVILA"	"SAN JUAN DE LA NAVA"	"Podemos"	7
"2323"	"AVILA"	"SAN JUAN DE LA NAVA"	"PP"	218
"2324"	"AVILA"	"SAN JUAN DE LA NAVA"	"PSOE"	111
"2325"	"AVILA"	"SAN JUAN DE LA NAVA"	"VOX"	10
"2326"	"AVILA"	"SAN JUAN DE LA NAVA"	"XAV"	3
"2327"	"AVILA"	"SAN JUAN DE LA NAVA"	"Votos en blanco"	2
"2328"	"AVILA"	"SAN JUAN DE LA NAVA"	"Votos nulos"	2
"2329"	"AVILA"	"SAN JUAN DEL MOLINILLO"	"ÁvilaLP"	2
"2330"	"AVILA"	"SAN JUAN DEL MOLINILLO"	"Cs"	21
"2331"	"AVILA"	"SAN JUAN DEL MOLINILLO"	"FE de las JONS"	0
"2332"	"AVILA"	"SAN JUAN DEL MOLINILLO"	"IU"	1
"2333"	"AVILA"	"SAN JUAN DEL MOLINILLO"	"PACMA"	0
"2334"	"AVILA"	"SAN JUAN DEL MOLINILLO"	"Podemos"	0
"2335"	"AVILA"	"SAN JUAN DEL MOLINILLO"	"PP"	56
"2336"	"AVILA"	"SAN JUAN DEL MOLINILLO"	"PSOE"	54
"2337"	"AVILA"	"SAN JUAN DEL MOLINILLO"	"VOX"	5
"2338"	"AVILA"	"SAN JUAN DEL MOLINILLO"	"XAV"	18
"2339"	"AVILA"	"SAN JUAN DEL MOLINILLO"	"Votos en blanco"	2
"2340"	"AVILA"	"SAN JUAN DEL MOLINILLO"	"Votos nulos"	0
"2341"	"AVILA"	"SAN JUAN DEL OLMO"	"ÁvilaLP"	2
"2342"	"AVILA"	"SAN JUAN DEL OLMO"	"Cs"	6
"2343"	"AVILA"	"SAN JUAN DEL OLMO"	"FE de las JONS"	0
"2344"	"AVILA"	"SAN JUAN DEL OLMO"	"IU"	0
"2345"	"AVILA"	"SAN JUAN DEL OLMO"	"PACMA"	0
"2346"	"AVILA"	"SAN JUAN DEL OLMO"	"Podemos"	0
"2347"	"AVILA"	"SAN JUAN DEL OLMO"	"PP"	47
"2348"	"AVILA"	"SAN JUAN DEL OLMO"	"PSOE"	15
"2349"	"AVILA"	"SAN JUAN DEL OLMO"	"VOX"	2
"2350"	"AVILA"	"SAN JUAN DEL OLMO"	"XAV"	5
"2351"	"AVILA"	"SAN JUAN DEL OLMO"	"Votos en blanco"	0
"2352"	"AVILA"	"SAN JUAN DEL OLMO"	"Votos nulos"	1
"2353"	"AVILA"	"SAN LORENZO DE TORMES"	"ÁvilaLP"	0
"2354"	"AVILA"	"SAN LORENZO DE TORMES"	"Cs"	4
"2355"	"AVILA"	"SAN LORENZO DE TORMES"	"FE de las JONS"	0
"2356"	"AVILA"	"SAN LORENZO DE TORMES"	"IU"	1
"2357"	"AVILA"	"SAN LORENZO DE TORMES"	"PACMA"	0
"2358"	"AVILA"	"SAN LORENZO DE TORMES"	"Podemos"	0
"2359"	"AVILA"	"SAN LORENZO DE TORMES"	"PP"	13
"2360"	"AVILA"	"SAN LORENZO DE TORMES"	"PSOE"	3
"2361"	"AVILA"	"SAN LORENZO DE TORMES"	"VOX"	1
"2362"	"AVILA"	"SAN LORENZO DE TORMES"	"XAV"	0
"2363"	"AVILA"	"SAN LORENZO DE TORMES"	"Votos en blanco"	0
"2364"	"AVILA"	"SAN LORENZO DE TORMES"	"Votos nulos"	0
"2365"	"AVILA"	"SAN MARTIN DE LA VEGA DEL ALBERCHE"	"ÁvilaLP"	1
"2366"	"AVILA"	"SAN MARTIN DE LA VEGA DEL ALBERCHE"	"Cs"	10
"2367"	"AVILA"	"SAN MARTIN DE LA VEGA DEL ALBERCHE"	"FE de las JONS"	0
"2368"	"AVILA"	"SAN MARTIN DE LA VEGA DEL ALBERCHE"	"IU"	2
"2369"	"AVILA"	"SAN MARTIN DE LA VEGA DEL ALBERCHE"	"PACMA"	0
"2370"	"AVILA"	"SAN MARTIN DE LA VEGA DEL ALBERCHE"	"Podemos"	7
"2371"	"AVILA"	"SAN MARTIN DE LA VEGA DEL ALBERCHE"	"PP"	65
"2372"	"AVILA"	"SAN MARTIN DE LA VEGA DEL ALBERCHE"	"PSOE"	32
"2373"	"AVILA"	"SAN MARTIN DE LA VEGA DEL ALBERCHE"	"VOX"	2
"2374"	"AVILA"	"SAN MARTIN DE LA VEGA DEL ALBERCHE"	"XAV"	1
